run_id,baseline,cache_outcome,query_id,gt_score,gt_method,latency_s,cost_usd,input_tokens,output_tokens,executed,rejected,judge_verdict,stages_run,execution_path,plan_validation_stage_failed,plan_source,operators_used,ff_planner_used,ff_planner_latency_s,ff_planner_input_tokens,ff_planner_output_tokens,ff_planner_cost_usd,guardrail_latency_s,cache_lookup_latency_s,cache_grounding_latency_s,cache_validation_latency_s,cache_rejection_latency_s,cache_retry_overhead_s,typed_exec_latency_s,agent_latency_s,guardrail_latency_ms,cache_lookup_latency_ms,cache_grounding_latency_ms,cache_validation_latency_ms,cache_rejection_latency_ms,cache_retry_overhead_ms,typed_exec_latency_ms,agent_latency_ms
1,FLASH_FUSION_CACHE,hit,1,1.0,llm_judge_score,2.632884979248047,4.58e-05,860,28,True,False,N/A,"exact_cache_hit,cache_light_grounding,cache_plan_validated,typed_exec",typed_operator_cache,,exact_query_cache_light_grounded,"FILTER_COMPARE,AGGREGATE_COLUMN",False,0.0,0,0,0.0,0.0,0.0005507080004463205,2.1524902500004828,0.000502791000144498,0.0,0.0,0.030754165999496763,0.0,0.0,0.5507080004463205,2152.490250000483,0.502791000144498,0.0,0.0,30.754165999496763,0.0
1,FLASH_FUSION_CACHE,hit,2,1.0,llm_judge_score,2.5820133686065674,4.605e-05,865,28,True,False,N/A,"exact_cache_hit,cache_light_grounding,cache_plan_validated,typed_exec",typed_operator_cache,,exact_query_cache_light_grounded,"FILTER_COMPARE,AGGREGATE_COLUMN",False,0.0,0,0,0.0,0.0,0.0005312080002113362,2.1668539579995922,0.002666291000423371,0.0,0.0,0.037631916999998793,0.0,0.0,0.5312080002113362,2166.8539579995922,2.666291000423371,0.0,0.0,37.63191699999879,0.0
1,FLASH_FUSION_CACHE,hit,3,1.0,llm_judge_score,3.24006986618042,4.565e-05,845,34,True,False,N/A,"exact_cache_hit,cache_light_grounding,cache_plan_validated,typed_exec",typed_operator_cache,,exact_query_cache_light_grounded,"FILTER_COMPARE,FILTER_COMPARE,COUNT_ROWS",False,0.0,0,0,0.0,0.0,0.0005376669996621786,2.286084875000597,0.0007144580004023737,0.0,0.0,0.05125358300028893,0.0,0.0,0.5376669996621786,2286.084875000597,0.7144580004023737,0.0,0.0,51.25358300028893,0.0
1,FLASH_FUSION_CACHE,hit,4,1.0,llm_judge_score,3.037424087524414,4.765e-05,889,32,True,False,N/A,"exact_cache_hit,cache_light_grounding,cache_plan_validated,typed_exec",typed_operator_cache,,exact_query_cache_light_grounded,"FILTER_COMPARE,FILTER_NOT_EMPTY,AGGREGATE_COLUMN",False,0.0,0,0,0.0,0.0,0.000608792000093672,2.23456887500015,0.0005795000006401096,0.0,0.0,0.1490069579995179,0.0,0.0,0.608792000093672,2234.56887500015,0.5795000006401096,0.0,0.0,149.0069579995179,0.0
1,FLASH_FUSION_CACHE,hit,5,1.0,llm_judge_score,4.733886003494263,0.0001037,1864,105,True,False,N/A,"exact_cache_hit,cache_light_grounding,cache_plan_validated,typed_exec",typed_operator_cache,,exact_query_cache_light_grounded,"FILTER_COMPARE,FILTER_NOT_EMPTY,DERIVE_BIN,GROUP_AGGREGATE,AGGREGATE_GROUPS",False,0.0,0,0,0.0,0.0,0.0006041249998816056,2.8629986249998183,0.0007814170003257459,0.0,0.0,0.8927565829999367,0.0,0.0,0.6041249998816056,2862.9986249998183,0.7814170003257459,0.0,0.0,892.7565829999367,0.0
1,FLASH_FUSION_CACHE,hit,6,1.0,llm_judge_score,5.930546998977661,7.7e-05,1318,111,True,False,N/A,"exact_cache_hit,cache_light_grounding,cache_plan_validated,typed_exec",typed_operator_cache,,exact_query_cache_light_grounded,"PARALLEL_AGGREGATE,DERIVE_BINARY,RANK_ROWS",False,0.0,0,0,0.0,0.0,0.0006086250004955218,2.9774900000002162,0.0012256660002094577,0.0,0.0,1.762989292000384,0.0,0.0,0.6086250004955218,2977.4900000002162,1.2256660002094577,0.0,0.0,1762.989292000384,0.0
1,FLASH_FUSION_CACHE,hit,7,1.0,llm_judge_score,4.189316034317017,0.00010245,1851,99,True,False,N/A,"exact_cache_hit,cache_light_grounding,cache_plan_validated,typed_exec",typed_operator_cache,,exact_query_cache_light_grounded,"FILTER_COMPARE,FILTER_NOT_EMPTY,DERIVE_BIN,GROUP_AGGREGATE,RANK_GROUPS",False,0.0,0,0,0.0,0.0,0.0006723329997839755,2.8932578750000175,0.001322749999417283,0.0,0.0,0.8314527080001426,0.0,0.0,0.6723329997839755,2893.2578750000175,1.322749999417283,0.0,0.0,831.4527080001426,0.0
1,FLASH_FUSION_CACHE,hit,8,1.0,llm_judge_score,3.3312273025512695,4.61e-05,866,28,True,False,N/A,"exact_cache_hit,cache_light_grounding,cache_plan_validated,typed_exec",typed_operator_cache,,exact_query_cache_light_grounded,"FILTER_COMPARE,AGGREGATE_COLUMN",False,0.0,0,0,0.0,0.0,0.0005891250002605375,2.266588000000411,0.0006665420005447231,0.0,0.0,0.03573504199994204,0.0,0.0,0.5891250002605375,2266.588000000411,0.6665420005447231,0.0,0.0,35.73504199994204,0.0
1,FLASH_FUSION_CACHE,hit_rejected,9,1.0,guardrail_skip_expected_rejection,3.5230913162231445,1.88e-05,318,29,False,True,N/A,"exact_cache_hit_out_of_scope,cache_light_rejection_reason,cache_rejection_reason_ready",guardrail_reject,,exact_query_cache_out_of_scope,,False,0.0,0,0,0.0,0.0,0.0006032910005160375,0.0,0.0,2.2569473749999815,0.0,0.0,0.0,0.0,0.6032910005160375,0.0,0.0,2256.9473749999815,0.0,0.0,0.0
1,FLASH_FUSION_CACHE,hit_rejected,10,1.0,guardrail_skip_expected_rejection,3.125495195388794,1.765e-05,315,19,False,True,N/A,"exact_cache_hit_out_of_scope,cache_light_rejection_reason,cache_rejection_reason_ready",guardrail_reject,,exact_query_cache_out_of_scope,,False,0.0,0,0,0.0,0.0,0.0006113749996075057,0.0,0.0,2.242636459000096,0.0,0.0,0.0,0.0,0.6113749996075057,0.0,0.0,2242.636459000096,0.0,0.0,0.0
