run_id,baseline,query_id,gt_score,gt_method,latency_s,cost_usd,input_tokens,output_tokens,executed,rejected,judge_verdict,stages_run
1,HARGPT_PAPER,1,0.0,llm_judge_score,20.8145911693573,0.00033033,351,156,False,False,N/A,"hargpt_scope,hargpt_wisdm_window,hargpt_wisdm_rewrite,hargpt_wisdm_infer,hargpt_wisdm_parse"
1,HARGPT_PAPER,2,0.0,llm_judge_score,1.0668230056762695,0.00034355000000000003,356,169,False,False,N/A,"hargpt_scope,hargpt_wisdm_window,hargpt_wisdm_rewrite,hargpt_wisdm_infer,hargpt_wisdm_parse"
1,HARGPT_PAPER,3,0.0,llm_judge_score,0.6857731342315674,0.00027838,354,88,False,False,N/A,"hargpt_scope,hargpt_wisdm_window,hargpt_wisdm_rewrite,hargpt_wisdm_infer,hargpt_wisdm_parse"
1,HARGPT_PAPER,4,0.0,llm_judge_score,0.8573408126831055,0.00035047,353,180,False,False,N/A,"hargpt_scope,hargpt_wisdm_window,hargpt_wisdm_rewrite,hargpt_wisdm_infer,hargpt_wisdm_parse"
1,HARGPT_PAPER,5,0.0,llm_judge_score,1.5952329635620117,0.00046659999999999996,353,327,False,False,N/A,"hargpt_scope,hargpt_wisdm_window,hargpt_wisdm_rewrite,hargpt_wisdm_infer,hargpt_wisdm_parse"
1,HARGPT_PAPER,6,0.0,llm_judge_score,2.8128628730773926,0.00065854,365,561,False,False,N/A,"hargpt_scope,hargpt_wisdm_window,hargpt_wisdm_rewrite,hargpt_wisdm_infer,hargpt_wisdm_parse"
1,HARGPT_PAPER,7,0.0,llm_judge_score,1.0611069202423096,0.00038739,358,223,False,False,N/A,"hargpt_scope,hargpt_wisdm_window,hargpt_wisdm_rewrite,hargpt_wisdm_infer,hargpt_wisdm_parse"
1,HARGPT_PAPER,8,0.0,llm_judge_score,0.7720670700073242,0.00033643,360,157,False,False,N/A,"hargpt_scope,hargpt_wisdm_window,hargpt_wisdm_rewrite,hargpt_wisdm_infer,hargpt_wisdm_parse"
1,HARGPT_PAPER,9,0.0,llm_judge_score,0.9685959815979004,0.0003544,361,179,False,False,N/A,"hargpt_scope,hargpt_wisdm_window,hargpt_wisdm_rewrite,hargpt_wisdm_infer,hargpt_wisdm_parse"
1,HARGPT_PAPER,10,1.0,llm_judge_score,0.9546780586242676,0.00038125999999999996,361,213,False,False,N/A,"hargpt_scope,hargpt_wisdm_window,hargpt_wisdm_rewrite,hargpt_wisdm_infer,hargpt_wisdm_parse"
1,HARGPT_PAPER,11,1.0,llm_judge_score,1.4918558597564697,0.0004130599999999999,360,254,False,False,N/A,"hargpt_scope,hargpt_wisdm_window,hargpt_wisdm_rewrite,hargpt_wisdm_infer,hargpt_wisdm_parse"
1,HARGPT_PAPER,12,0.0,llm_judge_score,2.158384084701538,0.00064098,358,544,False,False,N/A,"hargpt_scope,hargpt_wisdm_window,hargpt_wisdm_rewrite,hargpt_wisdm_infer,hargpt_wisdm_parse"
2,HARGPT_PAPER,1,0.0,llm_judge_score,1.0768227577209473,0.00033427999999999995,351,161,False,False,N/A,"hargpt_scope,hargpt_wisdm_window,hargpt_wisdm_rewrite,hargpt_wisdm_infer,hargpt_wisdm_parse"
2,HARGPT_PAPER,2,0.0,llm_judge_score,1.0819809436798096,0.00034355000000000003,356,169,False,False,N/A,"hargpt_scope,hargpt_wisdm_window,hargpt_wisdm_rewrite,hargpt_wisdm_infer,hargpt_wisdm_parse"
2,HARGPT_PAPER,3,0.0,llm_judge_score,0.6499450206756592,0.00027838,354,88,False,False,N/A,"hargpt_scope,hargpt_wisdm_window,hargpt_wisdm_rewrite,hargpt_wisdm_infer,hargpt_wisdm_parse"
