baseline,cache_outcome,query_id,gt_score,gt_method,latency_s,cost_usd,input_tokens,output_tokens,executed,rejected,judge_verdict,stages_run,execution_path,plan_validation_stage_failed,plan_source,operators_used,ff_planner_used,ff_planner_latency_s,ff_planner_input_tokens,ff_planner_output_tokens,ff_planner_cost_usd,guardrail_latency_s,cache_lookup_latency_s,cache_grounding_latency_s,cache_validation_latency_s,cache_rejection_latency_s,cache_retry_overhead_s,typed_exec_latency_s,agent_latency_s,guardrail_latency_ms,cache_lookup_latency_ms,cache_grounding_latency_ms,cache_validation_latency_ms,cache_rejection_latency_ms,cache_retry_overhead_ms,typed_exec_latency_ms,agent_latency_ms
FLASH_FUSION_CACHE,hit,1,1.0,llm_judge_score,0.6452820301055908,4.565e-05,859,27,True,False,N/A,"exact_cache_hit,cache_light_grounding,cache_plan_validated,typed_exec",typed_operator_cache,,exact_query_cache_light_grounded,"FILTER_COMPARE,AGGREGATE_COLUMN",False,0.0,0,0,0.0,0.0,0.0005291249999572756,0.6083145000002332,0.0016253750000032596,0.0,0.0,0.0019802920005531632,0.0,0.0,0.5291249999572756,608.3145000002332,1.6253750000032596,0.0,0.0,1.9802920005531632,0.0
FLASH_FUSION_CACHE,hit,2,1.0,llm_judge_score,1.207240104675293,4.375e-05,817,29,True,False,N/A,"exact_cache_hit,cache_light_grounding,cache_plan_validated,typed_exec",typed_operator_cache,,exact_query_cache_light_grounded,"FILTER_NOT_EMPTY,FILTER_COMPARE,COUNT_DISTINCT",False,0.0,0,0,0.0,0.0,0.0005476249998537241,0.8035125409996908,0.08785429199997452,0.0,0.0,0.27597324999987904,0.0,0.0,0.5476249998537241,803.5125409996908,87.85429199997452,0.0,0.0,275.97324999987904,0.0
FLASH_FUSION_CACHE,hit,3,1.0,llm_judge_score,0.9569251537322998,4.95e-05,870,60,True,False,N/A,"exact_cache_hit,cache_light_grounding,cache_plan_validated,typed_exec",typed_operator_cache,,exact_query_cache_light_grounded,"FILTER_COMPARE,FILTER_COMPARE,AGGREGATE_COLUMN",False,0.0,0,0,0.0,0.0,0.0005743749998146086,0.8526175000006333,0.0671085829999356,0.0,0.0,0.002861375000065891,0.0,0.0,0.5743749998146086,852.6175000006333,67.1085829999356,0.0,0.0,2.861375000065891,0.0
FLASH_FUSION_CACHE,miss,4,1.0,llm_judge_score,4.162384033203125,0.00418447,5037,125,True,False,N/A,"exact_cache_hit,cache_light_grounding,cache_miss_or_validation_failure,guardrail_plan,plan_validated,typed_exec",typed_operator,,llm,"GROUP_AGGREGATE,RANK_GROUPS",True,3.581692934036255,3902,102,0.00412542,3.581727981567383,0.0005477500008055358,0.5175334999994448,3.7500012695090845e-07,0.0,0.0,0.01761317253112793,0.0,3581.727981567383,0.5477500008055358,517.5334999994448,0.00037500012695090845,0.0,0.0,17.61317253112793,0.0
FLASH_FUSION_CACHE,hit,5,1.0,llm_judge_score,1.7391388416290283,6.615e-05,1147,88,True,False,N/A,"exact_cache_hit,cache_light_grounding,cache_plan_validated,typed_exec",typed_operator_cache,,exact_query_cache_light_grounded,"FILTER_NOT_EMPTY,DERIVE_VECTOR_MAGNITUDE,SPLIT_BY_VALUES,SPLIT_BY_VALUES,AGGREGATE_PARTITIONS,COMPARE_PARTITIONS",False,0.0,0,0,0.0,0.0,0.0005525000005945913,1.1916804590000538,0.14654049900036625,0.0,0.0,0.36298087500017573,0.0,0.0,0.5525000005945913,1191.6804590000538,146.54049900036625,0.0,0.0,362.98087500017573,0.0
FLASH_FUSION_CACHE,miss,6,1.0,llm_judge_score,13.084025859832764,0.00981223,10337,550,True,False,N/A,"exact_cache_hit,cache_light_grounding,cache_miss_or_validation_failure,guardrail_plan,plan_validated,typed_exec",typed_operator,,llm,"FILTER_NOT_EMPTY,DERIVE_DURATION_SECONDS,PARALLEL_AGGREGATE,DERIVE_BINARY,FILTER_COMPARE,RANK_ROWS",True,9.45185112953186,8431,401,0.00970203,9.45188021659851,0.0005280000004859176,2.6175203749999127,0.000246375000642729,0.0,0.0,0.9722921848297119,0.0,9451.88021659851,0.5280000004859176,2617.5203749999127,0.246375000642729,0.0,0.0,972.2921848297119,0.0
FLASH_FUSION_CACHE,hit,7,1.0,llm_judge_score,0.9716570377349854,5.505e-05,981,60,True,False,N/A,"exact_cache_hit,cache_light_grounding,cache_plan_validated,typed_exec",typed_operator_cache,,exact_query_cache_light_grounded,"FILTER_COMPARE,FILTER_COMPARE,DERIVE_VECTOR_MAGNITUDE,AGGREGATE_COLUMN",False,0.0,0,0,0.0,0.0,0.0005253749995972612,0.8189019169994936,0.08790454199970554,0.0,0.0,0.028663791999861132,0.0,0.0,0.5253749995972612,818.9019169994936,87.90454199970554,0.0,0.0,28.663791999861132,0.0
FLASH_FUSION_CACHE,hit,8,1.0,llm_judge_score,1.1460261344909668,5.735e-05,1025,61,True,False,N/A,"exact_cache_hit,cache_light_grounding,cache_plan_validated,typed_exec",typed_operator_cache,,exact_query_cache_light_grounded,"FILTER_NOT_EMPTY,SPLIT_BY_VALUES,SPLIT_BY_VALUES,AGGREGATE_PARTITIONS,COMPARE_PARTITIONS",False,0.0,0,0,0.0,0.0,0.0005295410001053824,0.8833433750005497,0.14803270799984602,0.0,0.0,0.07009287500022765,0.0,0.0,0.5295410001053824,883.3433750005497,148.03270799984602,0.0,0.0,70.09287500022765,0.0
FLASH_FUSION_CACHE,hit_rejected,9,1.0,guardrail_skip_expected_rejection,0.521125078201294,1.795e-05,317,21,False,True,N/A,"exact_cache_hit_out_of_scope,cache_light_rejection_reason,cache_rejection_reason_ready",guardrail_reject,,exact_query_cache_out_of_scope,,False,0.0,0,0,0.0,0.0,0.0005202500005907496,0.0,0.0,0.48454066700014664,0.0,0.0,0.0,0.0,0.5202500005907496,0.0,0.0,484.54066700014664,0.0,0.0,0.0
FLASH_FUSION_CACHE,hit_rejected,10,1.0,guardrail_skip_expected_rejection,0.7726950645446777,1.775e-05,317,19,False,True,N/A,"exact_cache_hit_out_of_scope,cache_light_rejection_reason,cache_rejection_reason_ready",guardrail_reject,,exact_query_cache_out_of_scope,,False,0.0,0,0,0.0,0.0,0.000578457999836246,0.0,0.0,0.7321904999998878,0.0,0.0,0.0,0.0,0.578457999836246,0.0,0.0,732.1904999998878,0.0,0.0,0.0
