run_id,baseline,cache_outcome,query_id,gt_score,gt_method,latency_s,cost_usd,input_tokens,output_tokens,executed,rejected,judge_verdict,stages_run,execution_path,plan_validation_stage_failed,plan_source,operators_used,ff_fast_path_used,ff_fast_path_latency_s,ff_fast_path_input_tokens,ff_fast_path_output_tokens,ff_fast_path_cost_usd,ff_planner_used,ff_planner_latency_s,ff_planner_input_tokens,ff_planner_output_tokens,ff_planner_cost_usd,s1_latency_s,s2_latency_s,s3_latency_s,guardrail_latency_s,cache_lookup_latency_s,cache_grounding_latency_s,cache_validation_latency_s,cache_rejection_latency_s,typed_exec_latency_s,agent_latency_s,s1_latency_ms,s2_latency_ms,s3_latency_ms,guardrail_latency_ms,cache_lookup_latency_ms,cache_grounding_latency_ms,cache_validation_latency_ms,cache_rejection_latency_ms,typed_exec_latency_ms,agent_latency_ms
1,FLASH_FUSION_CACHE,hit,1,1.0,llm_judge_score,3.309846878051758,0.0001188,1094,47,True,False,N/A,"exact_cache_hit,cache_light_grounding,cache_plan_validated,typed_exec",typed_operator_cache,,exact_query_cache_light_grounded,"FILTER_COMPARE,AGGREGATE_COLUMN",False,0.0,0,0,0.0,False,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.001953541999682784,3.1693487919983454,0.002854083002603147,0.0,0.03915870800119592,0.0,0.0,0.0,0.0,0.0,1.953541999682784,3169.3487919983454,2.854083002603147,0.0,39.15870800119592,0.0
1,FLASH_FUSION_CACHE,hit,2,1.0,llm_judge_score,2.7682671546936035,0.0003438,1099,47,True,False,N/A,"exact_cache_hit,cache_light_grounding,cache_plan_validated,typed_exec",typed_operator_cache,,exact_query_cache_light_grounded,"FILTER_COMPARE,AGGREGATE_COLUMN",False,0.0,0,0,0.0,False,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0016668329990352504,2.7287716249993537,0.0006450840010074899,0.0,0.03691370800152072,0.0,0.0,0.0,0.0,0.0,1.6668329990352504,2728.7716249993537,0.6450840010074899,0.0,36.91370800152072,0.0
1,FLASH_FUSION_CACHE,miss,3,1.0,llm_judge_score,5.466066360473633,0.00229758,2632,189,True,False,N/A,"exact_cache_hit,cache_light_grounding,cache_miss_or_validation_failure,guardrail_plan,plan_validated,typed_exec",typed_operator,,llm,"FILTER_COMPARE,FILTER_COMPARE,COUNT_ROWS",False,0.0,0,0,0.0,True,2.9001259803771973,1573,131,0.00196248,0.0,0.0,0.0,2.9001429080963135,0.001697957999567734,2.5223197909981536,0.00040833300226950087,0.0,0.039019107818603516,0.0,0.0,0.0,0.0,2900.1429080963135,1.697957999567734,2522.3197909981536,0.40833300226950087,0.0,39.019107818603516,0.0
1,FLASH_FUSION_CACHE,hit,4,1.0,llm_judge_score,3.7436389923095703,0.0001237,1123,57,True,False,N/A,"exact_cache_hit,cache_light_grounding,cache_plan_validated,typed_exec",typed_operator_cache,,exact_query_cache_light_grounded,"FILTER_COMPARE,FILTER_NOT_EMPTY,AGGREGATE_COLUMN",False,0.0,0,0,0.0,False,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0018187499990744982,3.5990388749996782,0.000425375001213979,0.0,0.14192637499945704,0.0,0.0,0.0,0.0,0.0,1.8187499990744982,3599.0388749996782,0.425375001213979,0.0,141.92637499945704,0.0
1,FLASH_FUSION_CACHE,miss,5,1.0,llm_judge_score,8.50632619857788,0.007174365,7614,409,True,False,N/A,"exact_cache_hit,cache_light_grounding,cache_miss_or_validation_failure,guardrail_plan,plan_validated,typed_exec",typed_operator,,llm,"FILTER_COMPARE,FILTER_NOT_EMPTY,DERIVE_BIN,GROUP_AGGREGATE,AGGREGATE_GROUPS",False,0.0,0,0,0.0,True,3.5544512271881104,6368,228,0.007013565,0.0,0.0,0.0,3.554516315460205,0.001765334000083385,4.206163708000531,0.000562833000003593,0.0,0.7421410083770752,0.0,0.0,0.0,0.0,3554.516315460205,1.765334000083385,4206.163708000531,0.562833000003593,0.0,742.1410083770752,0.0
1,FLASH_FUSION_CACHE,hit,6,1.0,llm_judge_score,5.254734039306641,0.0001584,1168,208,True,False,N/A,"exact_cache_hit,cache_light_grounding,cache_plan_validated,typed_exec",typed_operator_cache,,exact_query_cache_light_grounded,"PARALLEL_AGGREGATE,DERIVE_BINARY,RANK_ROWS",False,0.0,0,0,0.0,False,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0016533329981029965,4.239364917000785,0.00046495700371451676,0.0,1.0129362080006103,0.0,0.0,0.0,0.0,0.0,1.6533329981029965,4239.364917000785,0.46495700371451676,0.0,1012.9362080006103,0.0
1,FLASH_FUSION_CACHE,miss,7,1.0,llm_judge_score,8.159449100494385,0.0017458299999999999,7593,348,True,False,N/A,"exact_cache_hit,cache_light_grounding,cache_miss_or_validation_failure,guardrail_plan,plan_validated,typed_exec",typed_operator,,llm,"FILTER_COMPARE,FILTER_NOT_EMPTY,DERIVE_BIN,GROUP_AGGREGATE,RANK_GROUPS",False,0.0,0,0,0.0,True,3.9076154232025146,6360,205,0.00159393,0.0,0.0,0.0,3.907649040222168,0.00043770800039055757,3.5179522079997696,0.0007143750008253846,0.0,0.731658935546875,0.0,0.0,0.0,0.0,3907.649040222168,0.4377080003905576,3517.9522079997696,0.7143750008253846,0.0,731.658935546875,0.0
1,FLASH_FUSION_CACHE,hit,8,1.0,llm_judge_score,2.6664092540740967,0.0001194,1100,47,True,False,N/A,"exact_cache_hit,cache_light_grounding,cache_plan_validated,typed_exec",typed_operator_cache,,exact_query_cache_light_grounded,"FILTER_COMPARE,AGGREGATE_COLUMN",False,0.0,0,0,0.0,False,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0017525000002933666,2.630945541000983,0.0006972490009502508,0.0,0.03262624999842956,0.0,0.0,0.0,0.0,0.0,1.7525000002933666,2630.945541000983,0.6972490009502508,0.0,32.62624999842956,0.0
1,FLASH_FUSION_CACHE,hit,9,1.0,guardrail_skip_expected_rejection,2.3690097332000732,3.65e-05,325,20,False,True,N/A,"exact_cache_hit_out_of_scope,cache_light_rejection_reason,cache_rejection_reason_ready",guardrail_reject,,exact_query_cache_out_of_scope,,False,0.0,0,0,0.0,False,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0015984999990905635,0.0,0.0,2.3671866670010786,0.0,0.0,0.0,0.0,0.0,0.0,1.5984999990905635,0.0,0.0,2367.1866670010786,0.0,0.0
1,FLASH_FUSION_CACHE,hit,10,1.0,guardrail_skip_expected_rejection,2.362032175064087,3.58e-05,320,19,False,True,N/A,"exact_cache_hit_out_of_scope,cache_light_rejection_reason,cache_rejection_reason_ready",guardrail_reject,,exact_query_cache_out_of_scope,,False,0.0,0,0,0.0,False,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0016965419999905862,0.0,0.0,2.360128333999455,0.0,0.0,0.0,0.0,0.0,0.0,1.6965419999905862,0.0,0.0,2360.128333999455,0.0,0.0
1,FLASH_FUSION_CACHE,hit,11,1.0,guardrail_skip_expected_rejection,2.5714030265808105,3.65e-05,319,23,False,True,N/A,"exact_cache_hit_out_of_scope,cache_light_rejection_reason,cache_rejection_reason_ready",guardrail_reject,,exact_query_cache_out_of_scope,,False,0.0,0,0,0.0,False,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0016390829987358302,0.0,0.0,2.5695748750003986,0.0,0.0,0.0,0.0,0.0,0.0,1.6390829987358302,0.0,0.0,2569.5748750003986,0.0,0.0
1,FLASH_FUSION_CACHE,hit,12,1.0,guardrail_skip_expected_rejection,2.477384090423584,3.64e-05,324,20,False,True,N/A,"exact_cache_hit_out_of_scope,cache_light_rejection_reason,cache_rejection_reason_ready",guardrail_reject,,exact_query_cache_out_of_scope,,False,0.0,0,0,0.0,False,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0016513750015292317,0.0,0.0,2.475507582999853,0.0,0.0,0.0,0.0,0.0,0.0,1.6513750015292317,0.0,0.0,2475.507582999853,0.0,0.0
1,FLASH_FUSION_CACHE,hit,13,1.0,llm_judge_score,3.428468942642212,0.0001316,1154,81,True,False,N/A,"exact_cache_hit,cache_light_grounding,cache_plan_validated,typed_exec",typed_operator_cache,,exact_query_cache_light_grounded,PREDICTIVE_PIPELINE,False,0.0,0,0,0.0,False,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0005973750012344681,2.907409125000413,0.00043412499871919863,0.0,0.5198288330029754,0.0,0.0,0.0,0.0,0.0,0.5973750012344681,2907.409125000413,0.43412499871919863,0.0,519.8288330029754,0.0
1,FLASH_FUSION_CACHE,hit,14,1.0,llm_judge_score,10.423131942749023,0.0001322,1154,84,True,False,N/A,"exact_cache_hit,cache_light_grounding,cache_plan_validated,typed_exec",typed_operator_cache,,exact_query_cache_light_grounded,PREDICTIVE_PIPELINE,False,0.0,0,0,0.0,False,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0016335420004907064,2.9895827079999435,0.000319832000968745,0.0,7.431359792000876,0.0,0.0,0.0,0.0,0.0,1.6335420004907064,2989.5827079999435,0.319832000968745,0.0,7431.359792000876,0.0
1,FLASH_FUSION_CACHE,hit,15,1.0,llm_judge_score,3.232311964035034,0.0001324,1158,83,True,False,N/A,"exact_cache_hit,cache_light_grounding,cache_plan_validated,typed_exec",typed_operator_cache,,exact_query_cache_light_grounded,PREDICTIVE_PIPELINE,False,0.0,0,0,0.0,False,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0006707909997203387,2.9127352079995035,0.0005258759993012063,0.0,0.31808512499992503,0.0,0.0,0.0,0.0,0.0,0.6707909997203387,2912.7352079995035,0.5258759993012063,0.0,318.08512499992503,0.0
1,FLASH_FUSION_CACHE,hit,16,1.0,llm_judge_score,4.943533182144165,0.0001321,1155,83,True,False,N/A,"exact_cache_hit,cache_light_grounding,cache_plan_validated,typed_exec",typed_operator_cache,,exact_query_cache_light_grounded,PREDICTIVE_PIPELINE,False,0.0,0,0,0.0,False,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0006031670018273871,2.8917708340013633,0.00033574899498489685,0.0,2.0504952499977662,0.0,0.0,0.0,0.0,0.0,0.6031670018273871,2891.7708340013633,0.33574899498489685,0.0,2050.495249997766,0.0
2,FLASH_FUSION_CACHE,hit,1,1.0,llm_judge_score,2.5590991973876953,0.0001189,1095,47,True,False,N/A,"semantic_cache_hit,cache_light_grounding,cache_plan_validated,typed_exec",typed_operator_cache,,semantic_cache_light_grounded,"FILTER_COMPARE,AGGREGATE_COLUMN",False,0.0,0,0,0.0,False,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.09482183400177746,2.4345100829996227,0.0007167080002545845,0.0,0.028636708000703948,0.0,0.0,0.0,0.0,0.0,94.82183400177746,2434.5100829996227,0.7167080002545845,0.0,28.636708000703948,0.0
2,FLASH_FUSION_CACHE,hit,2,1.0,llm_judge_score,2.6765687465667725,0.0001194,1100,47,True,False,N/A,"semantic_cache_hit,cache_light_grounding,cache_plan_validated,typed_exec",typed_operator_cache,,semantic_cache_light_grounded,"FILTER_COMPARE,AGGREGATE_COLUMN",False,0.0,0,0,0.0,False,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0014339590015879367,2.640517791998718,0.0005930000006628688,0.0,0.03372937500171247,0.0,0.0,0.0,0.0,0.0,1.4339590015879367,2640.517791998718,0.5930000006628688,0.0,33.72937500171247,0.0
2,FLASH_FUSION_CACHE,miss,3,1.0,llm_judge_score,2.951427698135376,0.00196326,1574,131,True,False,N/A,"cache_miss_or_validation_failure,guardrail_plan,plan_validated,typed_exec",typed_operator,,llm,"FILTER_COMPARE,FILTER_COMPARE,COUNT_ROWS",False,0.0,0,0,0.0,True,2.9122202396392822,1574,131,0.00196326,0.0,0.0,0.0,2.912252187728882,0.0013521670007321518,0.0,0.0,0.0,0.03676104545593262,0.0,0.0,0.0,0.0,2912.252187728882,1.3521670007321518,0.0,0.0,0.0,36.76104545593262,0.0
